Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
LAC HUMQUI,QUEBEC,7053649,5803,,,48.28,-67.57,481700000,-673400000,235.9,1972,2020,,,1972,2020,1972,2018
ILES DE LA MADELEINE,QUEBEC,7053KGR,10763,71710,WGR,47.43,-61.77,472531000,-614629000,7.6,1993,2021,1993,2021,1995,2021,,
LA POCATIERE,QUEBEC,7054096,26893,71713,WST,47.36,-70.03,472121000,-700155000,31,1996,2021,1996,2021,1996,2021,,
NEW CARLISLE 1,QUEBEC,7055422,10898,71619,WOC,48.01,-65.33,480043000,-651954000,46.4,1993,2021,1994,2021,1993,2021,,
POINTE-AU-PERE (INRS),QUEBEC,7056068,27194,71554,WYQ,48.51,-68.47,483050000,-682806000,4.9,1996,2021,1996,2021,1996,2021,,
PORT-MENIER,QUEBEC,7056202,8536,71810,WBY,49.84,-64.29,495019000,-641736000,55.2,1992,2021,1994,2021,1992,2021,,
RIMOUSKI,QUEBEC,7056480,5836,,,48.45,-68.52,482700000,-683100000,35.7,1952,2020,,,1952,2020,1952,2017
RIVIERE-DU-LOUP,QUEBEC,7056616,8539,71715,WNH,47.81,-69.55,474821000,-693255000,146.5,1992,2021,1994,2021,1992,2021,,
RIVIERE-DU-LOUP / ST-ANTONIN,QUEBEC,7056870,43165,,,47.8,-69.45,474800000,-692700000,152,2005,2021,,,2005,2021,,
ST CAMILLE,QUEBEC,7056930,5846,,,46.48,-70.22,462900000,-701300000,396,1963,2020,,,1963,2020,1963,2018
ST JEAN DE CHERBOURG,QUEBEC,7057395,5857,,,48.88,-67.12,485300000,-670700000,350.5,1963,2020,,,1963,2020,1963,2018
STE LUCIE,QUEBEC,7057515,5858,,,46.73,-70.02,464400000,-700100000,373,1963,2020,,,1963,2020,1963,2018
SAINT MICHEL,QUEBEC,7057567,5861,,,46.87,-70.88,465200000,-705300000,69,1978,2020,,,1978,2020,1978,2018
ILE BICQUETTE,QUEBEC,705LKPQ,10938,71385,WQO,48.42,-68.89,482456000,-685334000,7,1994,2021,1994,2021,1994,2021,,
CAP-CHAT,QUEBEC,705S002,27195,71428,WSG,49.11,-66.65,490633000,-663916000,5,1996,2021,1996,2021,1996,2021,,
BAGOTVILLE A,QUEBEC,7060400,5889,71727,YBG,48.33,-71,482000000,-710000000,159.1,1942,2021,1953,2021,1942,2021,1942,2017
BONNARD 1,QUEBEC,7060826,10874,71383,WKD,50.73,-71.01,504344000,-710047000,498,1994,2021,1994,2021,1994,2021,,
CHAMOUCHOUANE,QUEBEC,7061288,26797,71523,WEE,49.28,-73.36,491643000,-732120000,303.8,1994,2021,1994,2021,1994,2021,,
CHUTE-DES-PASSES,QUEBEC,7061541,5903,71522,WDT,49.84,-71.17,495025000,-711006000,398.2,1960,2021,1994,2021,1960,2021,1960,1976
JONQUIERE,QUEBEC,7063370,5911,71617,WJO,48.43,-71.14,482530012,-710833001,135.62,1963,2021,1994,2021,1963,2021,1963,1975
LATERRIERE,QUEBEC,7064181,30722,71040,XLT,48.31,-71.13,481826000,-710745000,162.7,2001,2021,2002,2021,2001,2021,,
MISTOOK,QUEBEC,7065012,10797,71381,WIX,48.6,-71.72,483554000,-714257000,112.5,1994,2021,1994,2021,1994,2021,,
NORMANDIN,QUEBEC,7065639,10872,71379,WOD,48.84,-72.55,485030000,-723249000,137.2,1993,2021,1994,2021,1993,2021,,
ONATCHIWAY,QUEBEC,7065738,27294,71387,WXC,48.89,-71.03,485339000,-710154000,304,1997,2021,1997,2021,1997,2021,,
ST AMBROISE,QUEBEC,7066820,5936,,,48.57,-71.33,483400000,-712000000,121.9,1954,2020,,,1954,2020,1954,2018
ST PRIME,QUEBEC,7067658,5940,,,48.62,-72.42,483700000,-722500000,121.9,1980,2020,,,1980,2020,1980,2018
LAC BENOIT,QUEBEC,706I001,26778,71520,WDE,51.53,-71.11,513157000,-710639000,549,1994,2021,1994,2021,1995,2021,,
MANOUANE EST,QUEBEC,706I155,26798,71521,WDP,50.66,-70.53,503923000,-703155000,497,1994,2021,1994,2021,1994,2021,,
LA BAIE,QUEBEC,706Q001,27315,71388,WUX,48.3,-70.92,481753172,-705510333,151.64,1997,2021,1997,2021,1997,2021,,
PARENT,QUEBEC,7075800,5966,71726,WPK,47.92,-74.62,475520008,-743727007,444.71,1943,2021,1953,2021,1943,2021,1943,1978
ST MICHEL DES SAINTS,QUEBEC,7077570,5969,,,46.68,-73.92,464100000,-735500000,350.5,1966,2020,,,1966,2020,1966,2018
SAINT-MICHEL-DES-SAINTS,QUEBEC,7077571,48188,71737,MMY,46.82,-74.09,464856010,-740538050,429.9,2009,2021,2009,2021,2009,2021,,
LA TUQUE,QUEBEC,707DBD4,10875,71378,WDQ,47.41,-72.79,472440000,-724715000,168.9,1994,2021,1994,2021,1994,2021,,
BARRAGE TEMISCAMINGUE,QUEBEC,7080468,5977,71732,WBA,46.71,-79.1,464235000,-790604000,181.4,1910,2021,1997,2021,1910,2021,1910,1995
MONT BRUN,QUEBEC,7085106,5988,,,48.42,-78.73,482500000,-784400000,304.8,1980,2020,,,1980,2020,1980,2018
ROUYN,QUEBEC,7086716,10849,71734,WUY,48.25,-79.03,481445000,-790203000,318,1994,2021,1994,2021,1994,2021,,
CHAPAIS,QUEBEC,7091299,27443,71824,WUK,49.82,-74.98,494921000,-745831000,381.1,2001,2021,2001,2021,2001,2021,,
LA GRANDE IV,QUEBEC,7093GJ5,44204,71823,GAH,53.76,-73.68,534526000,-734043000,302.8,2005,2021,2005,2021,2005,2021,,
MATAGAMI,QUEBEC,7094637,10791,71821,GMG,49.76,-77.79,494528020,-774735060,281.03,1992,2021,1994,2021,1992,2021,,
VAL-D'OR A,QUEBEC,7098600,6081,71725,YVO,48.06,-77.79,480323000,-774712000,337.4,1951,2021,1955,2012,1951,2021,1951,2005
VAL-D'OR,QUEBEC,7098603,30172,71725,GVO,48.06,-77.79,480323004,-774711007,338.88,2008,2021,2008,2021,2008,2021,,
LAC BERRY,QUEBEC,709CEE9,6005,,,48.8,-78.28,484800000,-781700000,305,1973,2020,,,1973,2020,1973,2018
INUKJUAK,QUEBEC,710S005,30166,71907,MJK,58.47,-78.08,582819000,-780437000,26.21,2008,2021,2008,2021,2008,2021,,
PARC NATIONAL DES PINGUALUIT,QUEBEC,7115800,48228,71976,MIN,61.31,-73.67,611846199,-734006264,503.4,2009,2021,2009,2021,2009,2021,,
RIVIERE AUX FEUILLES,QUEBEC,7116505,44143,71743,MRF,57.91,-72.98,575434006,-725833004,171.39,2005,2021,2005,2021,2006,2021,,
AROOSTOOK,NEW BRUNSWICK,8100300,6109,,,46.71,-67.72,464244000,-674256000,80,1929,2021,,,1929,2021,1929,2005
BAS CARAQUET,NEW BRUNSWICK,8100467,6915,71598,WXS,47.8,-64.83,474808000,-645000000,5,1993,2021,1994,2021,1993,2021,1993,2007
BAS CARAQUET,NEW BRUNSWICK,8100468,6113,,,47.8,-64.87,474800000,-645200000,10.7,1982,2021,,,1982,2021,1982,2006
BOUCTOUCHE CDA CS,NEW BRUNSWICK,8100593,6918,71666,ABT,46.43,-64.77,462549006,-644605009,35.9,1991,2021,2005,2021,1991,2021,1991,2007
CHARLO AUTO,NEW BRUNSWICK,8100885,42103,71315,ZCR,47.99,-66.33,475924000,-662003000,42,2003,2021,2003,2021,2003,2021,2004,2007
MIRAMICHI RCS,NEW BRUNSWICK,8100989,10808,71744,ACQ,47.01,-65.47,470034000,-652754000,33,1994,2021,1994,2021,2005,2021,2005,2007
EDMUNDSTON,NEW BRUNSWICK,8101303,43323,71590,ERM,47.42,-68.32,472500000,-681928040,154.2,2004,2021,2004,2021,2004,2021,2004,2007
FREDERICTON INTL A,NEW BRUNSWICK,8101505,48568,71700,YFC,45.87,-66.54,455208000,-663214000,20.7,2010,2021,2010,2021,2010,2021,,
FREDERICTON AQUATIC CENTRE C/S,NEW BRUNSWICK,8101507,10981,,WZF,45.96,-66.65,455751060,-663917020,8.3,1994,2021,2005,2021,1994,2021,1995,1998
FREDERICTON CDA CS,NEW BRUNSWICK,8101605,30309,71668,AFC,45.92,-66.61,455513000,-663632010,35.08,2000,2021,2004,2021,2000,2021,2000,2007
FUNDY PARK (ALMA) CS,NEW BRUNSWICK,8101746,6919,71191,AFY,45.6,-64.95,453600000,-645700000,42.7,1993,2021,2005,2021,1993,2021,1993,2007
GAGETOWN A,NEW BRUNSWICK,8101792,7558,71701,YCX,45.83,-66.43,455000000,-662600000,50.6,1976,2021,1976,2021,2011,2017,2011,2017
GAGETOWN AWOS A,NEW BRUNSWICK,8101794,29493,71701,YCX,45.84,-66.45,455020000,-662659000,50.6,2000,2021,2000,2021,2000,2021,2005,2007
GRAND MANAN SAR CS,NEW BRUNSWICK,8101925,30598,71030,XGM,44.71,-66.8,444243400,-664806900,78.2,2000,2020,2000,2020,2000,2020,2004,2007
MACTAQUAC PROV PARK,NEW BRUNSWICK,8102536,6194,,,45.95,-66.9,455716000,-665355000,110,1973,2021,,,1973,2021,1973,2006
MECHANIC SETTLEMENT,NEW BRUNSWICK,8102848,45090,71787,AMS,45.69,-65.17,454137040,-650954040,403,2006,2020,2006,2020,2006,2020,2006,2007
MISCOU ISLAND (AUT),NEW BRUNSWICK,8103050,6205,71719,WMI,48.01,-64.49,480032002,-642939008,4,1957,2021,1964,2021,1957,2021,1957,2007
POINT LEPREAU CS,NEW BRUNSWICK,8104201,27746,71699,WPE,45.07,-66.45,450423040,-662657090,6,1992,2021,1994,2021,1992,2021,1992,2007
RED PINES,NEW BRUNSWICK,8104295,48768,71634,ARP,47.44,-65.6,472622000,-653552000,124,2010,2021,2010,2021,2010,2021,,
ST. STEPHEN,NEW BRUNSWICK,8104935,43383,71607,WSS,45.21,-67.25,451236600,-671510300,26.1,2006,2021,2006,2021,2006,2021,2006,2007
WOODSTOCK,NEW BRUNSWICK,8105600,6286,,,46.17,-67.55,461013000,-673313000,153,1886,2020,,,1886,2020,1886,2006
BACCARO PT,NOVA SCOTIA,8200255,46007,71920,ACP,43.45,-65.47,432703000,-652818000,4.6,2007,2021,2007,2021,2007,2021,2007,2007
BEAVER ISLAND (AUT),NOVA SCOTIA,8200558,10078,71403,WBV,44.82,-62.33,444900000,-622000000,16,1992,2021,1994,2021,1992,2021,,
BEDFORD BASIN,NOVA SCOTIA,8200573,43406,71329,ABB,44.71,-63.63,444228008,-633803001,3.5,2004,2021,2004,2021,2018,2021,,
BEDFORD RANGE,NOVA SCOTIA,8200574,43123,71325,ABR,44.75,-63.66,444445090,-633942080,9.6,2004,2021,2004,2021,2018,2021,,
BRIER ISLAND,NOVA SCOTIA,8200604,10859,71988,WVU,44.29,-66.35,441709000,-662048000,15.8,1969,2021,1969,2021,2005,2021,2005,2007
CARIBOU POINT (AUT),NOVA SCOTIA,8200774,8990,71415,WBK,45.77,-62.68,454600000,-624100000,2.4,1993,2021,1994,2021,1993,2021,2004,2007
DEBERT,NOVA SCOTIA,8201390,42243,71317,ZDB,45.42,-63.47,452500000,-632800000,37.5,2003,2021,2003,2021,2003,2021,2004,2007
GRAND ETANG,NOVA SCOTIA,8201969,10792,73030,WZQ,46.55,-61.05,463300000,-610300000,12.8,1994,2021,1994,2021,2005,2021,,
GREENWOOD A,NOVA SCOTIA,8202000,6354,71397,YZX,44.98,-64.92,445900000,-645500000,28,1942,2021,1953,2021,1942,2021,1942,2017
HALIFAX DOCKYARD,NOVA SCOTIA,8202240,43405,71328,AHD,44.66,-63.58,443919000,-633436000,3.8,2004,2021,2004,2021,2018,2021,,
HALIFAX KOOTENAY,NOVA SCOTIA,8202252,43124,71326,AHK,44.59,-63.55,443515500,-633303000,52,2004,2021,2004,2021,2018,2021,,
HALIFAX WINDSOR PARK,NOVA SCOTIA,8202255,43403,71327,AHW,44.66,-63.61,443925000,-633632000,51,2004,2021,2004,2021,2018,2021,,
HART ISLAND (AUT),NOVA SCOTIA,8202318,7173,71419,WRN,45.35,-60.98,452100000,-605900000,8.2,1993,2021,1994,2021,1993,2021,,
INGONISH BEACH RCS,NOVA SCOTIA,8202502,30326,71027,XIB,46.66,-60.41,463946001,-602423000,10,2000,2021,2000,2021,2000,2021,2004,2007
KEJIMKUJIK 1,NOVA SCOTIA,8202592,6923,71599,WKG,44.4,-65.2,442411020,-651211070,125,1993,2021,1994,2021,1993,2021,1993,2007
KENTVILLE CDA CS,NOVA SCOTIA,8202810,27141,71671,XKT,45.07,-64.48,450400000,-642900000,48.7,1996,2021,1999,2021,1996,2021,1996,2007
LAKE MAJOR,NOVA SCOTIA,8202896,27742,,,44.72,-63.48,444300000,-632900000,62.5,1999,2021,,,1999,2021,1999,2006
LUNENBURG,NOVA SCOTIA,8203210,31829,,XLB,44.36,-64.3,442136094,-641746082,3.8,2002,2021,2002,2021,2005,2021,2007,2007
MALAY FALLS,NOVA SCOTIA,8203405,30668,73029,XMY,44.98,-62.48,445900000,-622900000,39.6,1999,2021,1999,2021,2000,2021,2000,2007
MCNABS ISLAND (AUT),NOVA SCOTIA,8203478,7169,,XMI,44.6,-63.53,443600000,-633200000,15.4,1999,2021,1999,2021,2005,2021,,
NAPPAN AUTO,NOVA SCOTIA,8203702,42083,71311,XNP,45.76,-64.24,454534400,-641429200,19.8,2003,2021,2003,2021,2003,2021,2005,2007
NORTHEAST MARGAREE (AUT),NOVA SCOTIA,8204154,10661,73027,WNS,46.37,-60.98,462206090,-605833080,54,1994,2021,1994,2021,2017,2021,,
NORTH MOUNTAIN CS,NOVA SCOTIA,8204161,27592,71604,XNM,46.82,-60.67,464901000,-604020000,439.4,1998,2021,1998,2021,1998,2021,1998,2007
OSBORNE HEAD DND,NOVA SCOTIA,8204190,43404,71324,AOS,44.61,-63.42,443646002,-632523007,30,2004,2021,2004,2021,2018,2021,,
UPPER STEWIACKE RCS,NOVA SCOTIA,8204193,44363,71753,AOH,45.23,-63.06,451359000,-630319000,23.5,2005,2021,2005,2021,2005,2021,2005,2007
PARRSBORO,NOVA SCOTIA,8204402,43183,71493,APR,45.41,-64.35,452448012,-642046074,30.89,2004,2021,2004,2021,2004,2021,2004,2007
POCKWOCK LAKE,NOVA SCOTIA,8204453,6435,,,44.77,-63.83,444600000,-635000000,164.6,1979,2021,,,1979,2021,1979,2006
PORT HAWKESBURY,NOVA SCOTIA,8204495,48668,71041,YPD,45.66,-61.37,453924000,-612205000,114.9,2010,2021,2010,2021,2010,2021,,
ST MARGARET'S BAY,NOVA SCOTIA,8204800,6456,,,44.7,-63.9,444200000,-635400000,17.4,1922,2021,,,1922,2021,1922,2006
ST PAUL ISLAND (AUT),NOVA SCOTIA,8204909,9033,71418,WEF,47.23,-60.14,471358002,-600840001,27,1993,2021,1994,2021,1993,2021,,
SHEARWATER A,NOVA SCOTIA,8205090,6465,71601,YAW,44.63,-63.5,443800000,-633000000,44,1944,2021,1953,2021,1944,2007,1944,2007
SHEARWATER RCS,NOVA SCOTIA,8205092,47187,71264,AAW,44.63,-63.51,443747000,-633048000,24,2008,2021,2008,2021,2008,2021,,
SHEARWATER JETTY,NOVA SCOTIA,8205093,10945,,WZU,44.63,-63.52,443740000,-633124000,5.5,1994,2021,1994,2021,2018,2021,,
SYDNEY CS,NOVA SCOTIA,8205702,44503,71758,AQY,46.16,-60.04,460948000,-600230000,62.5,2006,2021,2006,2021,2006,2021,2006,2007
TATAMAGOUCHE,NOVA SCOTIA,8205774,6927,,,45.68,-63.23,454100000,-631400000,18,1993,2021,,,1993,2021,1993,2006
TRACADIE,NOVA SCOTIA,8205895,41575,71308,XTD,45.61,-61.68,453630080,-614047020,66.67,2003,2021,2003,2021,2003,2021,2004,2007
WATERVILLE CAMBRIDGE,NOVA SCOTIA,8206222,6497,,,45.05,-64.65,450300000,-643900000,30.6,1980,2021,,,1980,2021,1980,2006
WESTERN HEAD,NOVA SCOTIA,8206240,6501,71411,WWE,43.99,-64.66,435924070,-643951008,10.06,1959,2021,1959,2021,1959,2021,1959,2007
WHITE ROCK,NOVA SCOTIA,8206316,6507,,,45.05,-64.38,450300000,-642300000,38.1,1977,2021,,,1977,2021,1977,2006
EAST POINT (AUT),PRINCE EDWARD ISLAND,8300418,7177,71412,WEP,46.46,-61.99,462736000,-615918000,7.7,1992,2020,1994,2020,1992,2020,2004,2007
NEW GLASGOW,PRINCE EDWARD ISLAND,8300497,6537,,,46.41,-63.35,462432080,-632101040,6.1,1971,2021,,,1971,2021,1971,2006
NORTH CAPE,PRINCE EDWARD ISLAND,8300516,10814,71987,WNE,47.06,-64,470329000,-635955000,7.6,1994,2021,1994,2021,2002,2021,2005,2007
ST. PETERS,PRINCE EDWARD ISLAND,8300562,41903,71310,ZSP,46.45,-62.58,462701000,-623433000,29.7,2003,2021,2003,2021,2003,2021,2004,2007
STANHOPE,PRINCE EDWARD ISLAND,8300590,6545,,ANH,46.42,-63.08,462459000,-630459000,3,1961,2021,2013,2021,1961,2021,1961,2007
SUMMERSIDE,PRINCE EDWARD ISLAND,8300596,10800,71702,WSD,46.44,-63.84,462628000,-635017000,12.2,1994,2021,1994,2021,1999,2021,2004,2007
MAPLE PLAINS,PRINCE EDWARD ISLAND,8305500,31029,,XMP,46.3,-63.58,461810080,-633432040,45.7,2001,2021,2001,2021,2004,2021,2004,2007
HARRINGTON CDA CS,PRINCE EDWARD ISLAND,830P001,30308,71350,AHR,46.34,-63.17,462037020,-631011050,53,2000,2021,2004,2021,2000,2021,2000,2007
BADGER (AUT),NEWFOUNDLAND,8400301,6561,71400,WDI,48.97,-56.07,485800000,-560400000,102.7,1973,2021,1986,2021,1973,2021,1973,2007
BONAVISTA,NEWFOUNDLAND,8400601,45047,71178,AVA,48.67,-53.11,484002000,-530651000,25.6,2006,2021,2006,2021,2006,2021,2006,2007
BURGEO NL,NEWFOUNDLAND,8400801,45287,71152,ABF,47.62,-57.62,473700000,-573700000,10.6,2006,2021,2006,2021,2006,2021,2006,2007
BURNT POND,NEWFOUNDLAND,8400812,6586,,,48.17,-57.33,481000000,-572000000,298.7,1972,2021,,,1972,2021,1972,2006
CAPE RACE (AUT),NEWFOUNDLAND,8401000,6590,71800,WRA,46.66,-53.08,463936000,-530435000,26.5,1920,2021,1953,2021,1920,2021,1920,2007
CORNER BROOK,NEWFOUNDLAND,8401298,6933,71973,WKB,48.93,-57.92,485600000,-575500000,151.8,1993,2021,1994,2021,1993,2021,1993,2007
CORNER BROOK,NEWFOUNDLAND,8401300,6610,,,48.95,-57.95,485700000,-575700000,4.6,1933,2021,,,1933,2021,1933,2006
DEER LAKE,NEWFOUNDLAND,8401500,6614,,,49.17,-57.43,491000000,-572600000,10.7,1933,2021,,,1933,2021,1933,2006
ENGLEE (AUT),NEWFOUNDLAND,8401538,10251,71417,WDA,50.72,-56.11,504316000,-560646000,30.3,1993,2021,1994,2021,1993,2021,2005,2007
FEROLLE POINT (AUT),NEWFOUNDLAND,8401565,9034,71406,WXI,51.02,-57.1,510100000,-570600000,5.8,1993,2021,1994,2021,1993,2021,2005,2007
GANDER AIRPORT CS,NEWFOUNDLAND,8401705,30346,71742,XGD,48.95,-54.57,485646000,-543401000,151,2005,2021,2005,2021,2005,2021,2005,2007
HARBOUR BRETON,NEWFOUNDLAND,8402071,6649,,,47.47,-55.83,472800000,-555000000,30,1983,2021,,,1983,2021,1983,2006
LA SCIE,NEWFOUNDLAND,8402520,6668,71337,WAG,49.92,-55.67,495500000,-554000000,194,1984,2021,1984,2021,1984,2021,1984,2007
LETHBRIDGE,NEWFOUNDLAND,8402544,6669,,,48.35,-53.9,482100000,-535406000,15.2,1954,2021,,,1954,2021,1954,2006
MIDDLE ARM,NEWFOUNDLAND,8402644,6677,,,49.68,-56.08,494100000,-560500000,47.8,1988,2021,,,1988,2021,1988,2006
ROCKY HARBOUR CS,NEWFOUNDLAND,8403097,6938,71588,XRH,49.57,-57.88,493412000,-575240000,67.7,1993,2021,1999,2021,1993,2021,1993,2007
SAGONA ISLAND,NEWFOUNDLAND,8403255,8991,71408,WZN,47.37,-55.79,472204000,-554741000,59.7,1993,2021,1994,2021,1993,2021,,
ST. ANTHONY A,NEWFOUNDLAND,8403389,48348,71819,YAY,51.39,-56.07,512331000,-560408000,32.9,2009,2021,2009,2021,2009,2021,,
ST ANTHONY,NEWFOUNDLAND,8403399,27205,71558,WDW,51.38,-56.1,512300000,-560600000,29.3,1996,2021,1996,2021,1999,2021,2006,2007
ST JOHNS WEST CLIMATE,NEWFOUNDLAND,8403603,48871,71250,AJW,47.51,-52.78,473048080,-524700020,110,2010,2021,2010,2021,2010,2021,,
ST LAWRENCE,NEWFOUNDLAND,8403619,45567,71110,ADS,46.92,-55.38,465500000,-552300000,48.5,2006,2021,2006,2021,2006,2021,2006,2007
SOPS ARM WHITE BAY,NEWFOUNDLAND,8403690,6734,,,49.77,-56.88,494600000,-565300000,16.6,1979,2021,,,1979,2021,1980,2006
STEPHENVILLE RCS,NEWFOUNDLAND,8403820,47607,71159,AJT,48.56,-58.57,483341000,-583358000,58,2008,2021,2008,2021,2008,2021,,
TERRA NOVA NAT PARK CS,NEWFOUNDLAND,8403851,27142,71589,XTP,48.56,-53.97,483325000,-535828000,106.7,1996,2021,1999,2021,1996,2021,1996,2007
TWILLINGATE (AUT),NEWFOUNDLAND,8404025,7083,71402,WDO,49.68,-54.8,494100000,-544800000,92.3,1993,2021,1994,2021,1993,2021,2004,2007
WRECKHOUSE,NEWFOUNDLAND,8404343,45307,71180,AWR,47.71,-59.31,474242000,-591830000,31.7,2006,2021,2006,2021,2006,2021,2006,2007
GRATES COVE,NEWFOUNDLAND,840B053,10818,71336,WVW,48.17,-52.94,481019000,-525621000,46.2,1994,2021,1994,2021,2002,2021,2004,2004
POOLS ISLAND,NEWFOUNDLAND,840BR7C,10817,71931,WYI,49.11,-53.58,490644000,-533452000,19.3,1994,2021,1994,2021,2005,2021,,
CHURCHILL FALLS,NEWFOUNDLAND,8501130,10887,,AFL,53.56,-64.09,533328000,-640538000,439.5,1992,2021,1994,2021,1992,2021,2006,2007
GOOSE A,NEWFOUNDLAND,8501900,6777,71816,YYR,53.32,-60.42,531900000,-602500000,48.8,1941,2021,1953,2021,1941,2021,1941,2017
HOPEDALE (AUT),NEWFOUNDLAND,8502400,6781,71900,WHO,55.45,-60.22,552700000,-601300000,11.9,1942,2021,1953,2021,1942,2021,1942,2007
NAIN,NEWFOUNDLAND,8502799,10813,71665,WFP,56.55,-61.68,563300000,-614100000,7.6,1994,2020,1994,2020,2004,2020,2004,2007
SAGLEK,NEWFOUNDLAND,8503249,6797,71335,WZZ,58.33,-62.59,582000000,-623508000,516,1989,2021,1989,2021,1989,2021,1989,1993
